,Name,Price,Model Name,Color,SIM Type,Touchscreen,Display Size,Resolution,Operating System,Processor Core,Primary Clock Speed,Internal Storage,RAM,Primary Camera Available,Primary Camera,Secondary Camera Available,Secondary Camera,Full HD Recording,Network Type,Bluetooth Support,Wi-Fi,Audio Jack,GPS Support,Battery Capacity,Weight,Domestic Warranty,Product Rating,Camera Rating,Battery Rating,Display Rating,Design Rating
193,Kechaoda K66 The Music House 4  (Black),"₹1,210",K66 The Music House 4,Black,Dual Sim,No,4.57 cm (1.8 inch),320 x 480$$Pixels,0,Octa Core,1 MHz,64 MB,32 MB,Yes,1.3MP Rear Camera,No,13MP Front Camera,Yes,2G,Yes,Yes,3.5mm,Yes,400 mAh,188 g,1 Year,3.9,2.7,3.0,3.3,3.5
194,"POCO X5 5G (Supernova Green, 128 GB)  (6 GB RAM)","₹16,999",X5 5G,Supernova Green,Dual Sim,Yes,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 12,Octa Core,2.2 GHz,128 GB,6 GB,Yes,48MP + 8MP + 2MP,Yes,13MP Front Camera,Yes,"2G, 3G, 4G, 4G VOLTE, 5G",Yes,Yes,3.5mm,Yes,5000 mAh,188 g,1 Year,4.2,3.3,4.2,4.3,4.0
195,"POCO X5 5G (Jaguar Black, 256 GB)  (8 GB RAM)","₹18,999",X5 5G,Jaguar Black,Dual Sim,Yes,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 12,Octa Core,2.2 GHz,256 GB,8 GB,Yes,48MP + 8MP + 2MP,Yes,13MP Front Camera,Yes,"2G, 3G, 4G, 4G VOLTE, 5G",Yes,Yes,3.5mm,Yes,5000 mAh,188 g,1 Year,4.2,3.1,3.9,4.0,3.8
196,"SAMSUNG Galaxy M33 5G (Emarld Brown, 128 GB)  (6 GB RAM)","₹16,076",Galaxy M33 5G,Emarld Brown,Dual Sim,Yes,16.76 cm (6.6 inch),1080x2400 Pixels,Android 12,Octa Core,2.4 GHz,128 GB,6 GB,Yes,50MP Rear Camera,Yes,13MP Front Camera,Yes,5G,Yes,Yes,3.5mm,Yes,6000 mAh,188 g,1 Year,4.2,3.8,4.1,4.0,3.9
197,"vivo V27 5G (Noble Black, 128 GB)  (8 GB RAM)","₹32,999",V27 5G,Noble Black,Dual Sim,Yes,17.22 cm (6.78 Inch),2400 × 1080 Pixels,Android 13,Octa Core,2.8 GHz,128 GB,8 GB,Yes,50MP (OIS) + 8MP + 2MP,Yes,50MP Front Camera,Yes,"5G, 4G, 3G, 2G",Yes,Yes,3.5mm,Yes,4600 mAh,180 g,1 Year,4.4,4.5,4.1,4.7,4.7
198,,0,V27 5G,Noble Black,Dual Sim,Yes,17.22 cm (6.78 Inch),2400 × 1080 Pixels,Android 13,Octa Core,2.8 GHz,128 GB,8 GB,Yes,50MP (OIS) + 8MP + 2MP,Yes,50MP Front Camera,Yes,"5G, 4G, 3G, 2G",Yes,Yes,3.5mm,Yes,4600 mAh,180 g,1 Year,0.0,0.0,0.0,0.0,0.0
199,"Infinix HOT 20 5G (Racing Black, 64 GB)  (4 GB RAM)","₹11,499",M4 Pro,Yellow,Dual Sim,Yes,16.33 cm (6.43 inch),2400 x 1080 Pixels,Android 11,Octa Core,2.05 GHz,64 GB,6 GB,Yes,64MP + 8MP + 2MP,Yes,16MP Front Camera,Yes,"4G, 3G, 2G",Yes,Yes,3.5mm,Yes,5000 mAh,179.5 g,1 Year,4.2,3.6,3.8,3.9,3.9
200,Micromax X412  (Blue),₹964,M4 Pro,Yellow,Dual Sim,Yes,16.33 cm (6.43 inch),2400 x 1080 Pixels,Android 11,Octa Core,2.05 GHz,64 GB,6 GB,Yes,64MP + 8MP + 2MP,Yes,16MP Front Camera,Yes,"4G, 3G, 2G",Yes,Yes,3.5mm,Yes,5000 mAh,179.5 g,1 Year,3.9,2.5,3.5,3.3,3.6
201,"vivo V27 5G (Magic Blue, 128 GB)  (8 GB RAM)","₹32,999",V27 5G,Magic Blue,Dual Sim,Yes,17.22 cm (6.78 Inch),2400 × 1080 Pixels,Android 13,Octa Core,2.8 GHz,128 GB,8 GB,Yes,50MP (OIS) + 8MP + 2MP,Yes,50MP Front Camera,,"5G, 4G, 3G, 2G",Yes,Yes,,Yes,4600 mAh,180 g,1 Year,4.4,4.5,4.1,4.7,4.7
202,"REDMI Note 12 (Lunar Black, 64 GB)  (6 GB RAM)","₹14,999",Note 12,Lunar Black,Dual Sim,Yes,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 13,Octa Core,2.8 GHz,64 GB,6 GB,Yes,50MP + 8MP + 2MP,Yes,13MP Front Camera,Yes,"2G, 3G, 4G, 4G VOLTE",Yes,Yes,3.5mm,Yes,5000 mAh,186 g,1 Year,4.2,3.3,4.1,4.2,4.5
203,Nokia 150 DS 2020  (Red),"₹2,499",150 DS 2020,Red,Dual Sim,No,6.1 cm (2.4 inch),320 x 240 Pixels,Series 30+,Octa Core,2.8 GHz,4 MB,4 MB,Yes,0.3MP Rear Camera,Yes,13MP Front Camera,No,2G,Yes,No,3.5mm,No,1020 mAh,90.5 g,1 Year,4.1,3.1,3.6,3.7,3.7
204,"MOTOROLA g82 5G (White Lily, 128 GB)  (8 GB RAM)","₹21,499",g82 5G,White Lily,Dual Sim,Yes,16.76 cm (6.6 inch),2400x1080 Pixels,Android 12,Octa Core,2.2 GHz,128 GB,8 GB,Yes,50MP + 8MP + 2MP,Yes,16MP Front Camera,Yes,"5G, 4G, 3G, 2G",Yes,Yes,Yes,Yes,5000 mAh,173 g,1 Year,4.1,3.5,4.1,4.3,4.0
205,"vivo T1X (Space Blue, 64 GB)  (4 GB RAM)","₹11,999",T1X,Space Blue,Dual Sim,Yes,16.71 cm (6.58 inch),2408 x 1080 Pixels,Android 12,Octa Core,2.4 GHz,64 GB,4 GB,Yes,50MP + 2MP,Yes,8MP Front Camera,Yes,"4G, 3G, 2G",Yes,Yes,Yes,Yes,5000 mAh,182 g,1 Year,4.5,4.0,4.3,4.2,4.3
206,"vivo T1X (Gravity Black, 64 GB)  (4 GB RAM)","₹11,999",T1X,Gravity Black,Dual Sim,Yes,16.71 cm (6.58 inch),2408 x 1080 Pixels,Android 12,Octa Core,2.4 GHz,64 GB,4 GB,Yes,50MP + 2MP,Yes,8MP Front Camera,Yes,"4G, 3G, 2G",Yes,Yes,Yes,Yes,5000 mAh,182 g,1 Year,4.5,4.0,4.3,4.2,4.3
207,"vivo T1X (Gravity Black, 128 GB)  (4 GB RAM)","₹12,999",T1X,Gravity Black,Dual Sim,Yes,16.71 cm (6.58 inch),2408 x 1080 Pixels,Android 12,Octa Core,2.4 GHz,128 GB,4 GB,Yes,50MP + 2MP,Yes,8MP Front Camera,Yes,"4G, 3G, 2G",Yes,Yes,Yes,Yes,5000 mAh,182 g,1 Year,4.5,4.0,4.3,4.2,4.3
208,"REDMI Note 12 (Sunrise Gold, 128 GB)  (6 GB RAM)","₹16,999",Note 12,Sunrise Gold,Dual Sim,Yes,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 13,Octa Core,2.8 GHz,128 GB,6 GB,Yes,50MP + 8MP + 2MP,Yes,13MP Front Camera,Yes,"2G, 3G, 4G, 4G VOLTE",Yes,Yes,3.5mm,Yes,5000 mAh,186 g,1 Year,4.2,3.3,4.1,4.2,4.5
209,Nokia 125 TA-1253 DS  (White),"₹2,099",125 TA-1253 DS,White,Dual Sim,No,6.1 cm (2.4 inch),320 x 240 Pixels,Series 30+,Octa Core,2.8 GHz,4 MB,4 MB,No,50MP + 8MP + 2MP,No,13MP Front Camera,No,2G,No,No,3.5mm,No,1020 mAh,91.3 g,1 Year,4,2.7,3.6,3.6,3.6
210,Nokia 105 PLUS  (Red),"₹1,549",105 PLUS,Red,Dual Sim,No,4.5 cm (1.77 inch),160 x 128 Pixels,Android 12,Octa Core,0.208 GHz,4 MB,4 MB,No,50MP (OIS) + 8MP + 2MP,No,0MP Front Camera,Yes,2G,No,Yes,3.5mm,No,1000 mAh,72 g,1 Year,4.1,2.9,3.8,3.8,3.9
211,"Infinix Note 12 Pro 5G (Snowfall, 128 GB)  (8 GB RAM)","₹16,999",Note 12 Pro 5G,Snowfall,Dual Sim,Yes,17.02 cm (6.7 inch),2400 x 1080 Pixels,Android 12,Octa Core,2.4 GHz,128 GB,8 GB,Yes,108MP + 2MP (Depth) + 2MP (Macro),Yes,16MP Front Camera,Yes,"5G, 4G, 3G, 2G",Yes,Yes,3.5mm,Yes,5000 mAh,188 g,1 Year,4.1,3.9,3.9,4.1,4.1
212,"Infinix Note 12 Pro 5G (Force Black, 128 GB)  (8 GB RAM)","₹16,999",Note 12 Pro 5G,Force Black,Dual Sim,Yes,17.02 cm (6.7 inch),2400 x 1080 Pixels,Android 12,Octa Core,2.4 GHz,128 GB,8 GB,Yes,108MP + 2MP (Depth) + 2MP (Macro),Yes,16MP Front Camera,Yes,"5G, 4G, 3G, 2G",Yes,Yes,3.5mm,Yes,5000 mAh,188 g,1 Year,4.1,3.9,3.9,4.1,4.1
213,"APPLE iPhone 13 ((PRODUCT)RED, 128 GB)","₹58,999",iPhone 13,(PRODUCT)RED,Dual Sim,Yes,15.49 cm (6.1 inch),2532 x 1170 Pixels,iOS 15,Hexa Core,2.4 GHz,128 GB,8 GB,Yes,Call Wait/Hold,Yes,16MP Front Camera,Yes,"5G, 4G, 3G, 2G",Yes,Yes,3.5mm,Yes,5000 mAh,188 g,1 Year,4.7,4.6,4.4,4.7,4.6
214,"REDMI A1+ (Black, 32 GB)  (3 GB RAM)","₹7,499",iPhone 13,(PRODUCT)RED,Dual Sim,Yes,15.49 cm (6.1 inch),2532 x 1170 Pixels,iOS 15,Hexa Core,2.4 GHz,128 GB,8 GB,Yes,Call Wait/Hold,Yes,16MP Front Camera,Yes,"5G, 4G, 3G, 2G",Yes,Yes,3.5mm,Yes,5000 mAh,188 g,1 Year,4,2.9,3.7,3.4,3.7
215,Energizer Hardcase E100  (Black),"₹1,099",iPhone 13,(PRODUCT)RED,Dual Sim,Yes,15.49 cm (6.1 inch),2532 x 1170 Pixels,iOS 15,Hexa Core,2.4 GHz,128 GB,8 GB,Yes,Call Wait/Hold,Yes,16MP Front Camera,Yes,"5G, 4G, 3G, 2G",Yes,Yes,3.5mm,Yes,5000 mAh,188 g,1 Year,3.8,2.5,3.5,3.6,3.7
216,"REDMI Note 12 Pro 5G (Glacier Blue, 128 GB)  (6 GB RAM)","₹24,999",iPhone 13,(PRODUCT)RED,Dual Sim,Yes,15.49 cm (6.1 inch),2532 x 1170 Pixels,iOS 15,Hexa Core,2.4 GHz,128 GB,8 GB,Yes,Call Wait/Hold,Yes,16MP Front Camera,Yes,"5G, 4G, 3G, 2G",Yes,Yes,3.5mm,Yes,5000 mAh,188 g,1 Year,4.3,4.0,4.1,4.4,4.3
217,"realme 10 (Rush Black, 64 GB)  (4 GB RAM)","₹13,999",iPhone 13,(PRODUCT)RED,Dual Sim,Yes,15.49 cm (6.1 inch),2532 x 1170 Pixels,iOS 15,Hexa Core,2.4 GHz,128 GB,8 GB,Yes,Speaker Phone,Yes,16MP Front Camera,Yes,"5G, 4G, 3G, 2G",Yes,Yes,3.5mm,Yes,5000 mAh,188 g,1 Year,4.3,3.7,4.1,4.2,4.3
218,LAVA A3  (DARK BLUE GREY DS PA),"₹1,289",iPhone 13,(PRODUCT)RED,Dual Sim,Yes,15.49 cm (6.1 inch),2532 x 1170 Pixels,iOS 15,Hexa Core,2.4 GHz,128 GB,8 GB,Yes,Speaker Phone,Yes,16MP Front Camera,Yes,"5G, 4G, 3G, 2G",Yes,Yes,3.5mm,Yes,5000 mAh,188 g,1 Year,4.2,3.0,4.2,3.8,4.0
219,"OnePlus Nord CE 2 Lite 5G (Black Dusk, 128 GB)  (8 GB RAM)","₹21,962",iPhone 13,(PRODUCT)RED,Dual Sim,Yes,15.49 cm (6.1 inch),2532 x 1170 Pixels,iOS 15,Hexa Core,2.4 GHz,128 GB,8 GB,Yes,Speaker Phone,Yes,16MP Front Camera,Yes,"5G, 4G, 3G, 2G",Yes,Yes,3.5mm,Yes,5000 mAh,188 g,1 Year,4.3,4.1,4.1,4.2,4.1
220,"SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)  (4 GB RAM)","₹14,490",iPhone 13,(PRODUCT)RED,Dual Sim,Yes,15.49 cm (6.1 inch),2532 x 1170 Pixels,iOS 15,Hexa Core,2.4 GHz,128 GB,8 GB,Yes,Call Wait/Hold,Yes,16MP Front Camera,Yes,"5G, 4G, 3G, 2G",Yes,Yes,3.5mm,Yes,5000 mAh,188 g,1 Year,4.2,3.7,4.4,3.9,3.7
221,"vivo T1X (Gravity Black, 128 GB)  (6 GB RAM)","₹14,999",iPhone 13,(PRODUCT)RED,Dual Sim,Yes,15.49 cm (6.1 inch),2532 x 1170 Pixels,iOS 15,Hexa Core,2.4 GHz,128 GB,8 GB,Yes,Network Type,Yes,16MP Front Camera,Yes,"5G, 4G, 3G, 2G",Yes,Yes,3.5mm,Yes,5000 mAh,188 g,1 Year,4.4,4.0,4.2,4.2,4.2
222,"vivo T1X (Space Blue, 128 GB)  (4 GB RAM)","₹12,999",iPhone 13,(PRODUCT)RED,Dual Sim,Yes,15.49 cm (6.1 inch),2532 x 1170 Pixels,iOS 15,Hexa Core,2.4 GHz,128 GB,8 GB,Yes,Network Type,Yes,16MP Front Camera,Yes,"5G, 4G, 3G, 2G",Yes,Yes,3.5mm,Yes,5000 mAh,188 g,1 Year,4.5,4.0,4.3,4.2,4.3
223,"vivo T1X (Space Blue, 128 GB)  (6 GB RAM)","₹14,999",iPhone 13,(PRODUCT)RED,Dual Sim,Yes,15.49 cm (6.1 inch),2532 x 1170 Pixels,iOS 15,Hexa Core,2.4 GHz,128 GB,8 GB,Yes,Network Type,Yes,16MP Front Camera,Yes,"5G, 4G, 3G, 2G",Yes,Yes,3.5mm,Yes,5000 mAh,188 g,1 Year,4.4,4.0,4.2,4.2,4.2
